team,player,period,min,sec,pass zone,x,y,x_end,y_end,pass length,pass angle,outcome
Real Madrid,Raphael Varane,2,88,43,Back,30.8,2.9,30.9,5.5,1.8,1.5,0
Real Madrid,Raphael Varane,2,88,49,Back,26.6,5.0,17.4,14.6,11.7,2.5,1
Real Madrid,Daniel Carvajal,2,88,51,Back,21.8,16.4,17.9,54.8,26.4,1.7,1
Real Madrid,Sergio Ramos,2,88,53,Back,17.9,54.8,24.1,89.7,24.6,1.3,1
Real Madrid,Marcelo,2,88,56,Back,24.0,91.1,26.7,83.6,5.8,5.2,1
Real Madrid,Isco,2,88,58,Back,26.7,83.6,22.5,67.0,12.1,4.3,1
Real Madrid,Sergio Ramos,2,88,59,Back,22.6,66.6,27.4,62.1,5.9,5.7,1
Real Madrid,Toni Kroos,2,89,0,Back,27.4,62.1,21.5,63.7,6.3,3.0,1
Real Madrid,Sergio Ramos,2,89,1,Back,21.5,63.7,22.9,22.4,28.1,4.8,1
Real Madrid,Raphael Varane,2,89,3,Back,26.3,23.0,34.6,5.5,14.7,5.3,1
Real Madrid,Daniel Carvajal,2,89,6,Back,29.3,9.9,48.3,21.3,21.4,0.4,1
Real Madrid,Casemiro,2,89,8,Back,49.3,21.7,34.0,19.0,16.2,3.3,1
Real Madrid,Raphael Varane,2,89,12,Back,36.4,25.3,43.3,39.1,11.9,0.9,1
Real Madrid,Dani Ceballos,2,89,14,Back,44.0,45.4,47.5,66.1,14.5,1.3,1
Real Madrid,Toni Kroos,2,89,16,Left,50.4,68.2,54.9,91.7,16.7,1.3,1
Real Madrid,Isco,2,89,18,Left,55.7,94.5,61.4,98.3,6.5,0.4,1
Real Madrid,Marcelo,2,89,19,Left,61.4,98.3,54.2,91.8,8.8,3.7,1
Real Madrid,Isco,2,89,24,Center,52.8,65.4,58.3,39.8,18.3,5.0,1
Real Madrid,Casemiro,2,89,25,Center,58.0,39.7,56.9,50.7,7.6,1.7,1
Real Madrid,Isco,2,89,27,Right,58.4,50.1,79.2,17.2,31.3,5.5,0
Leganés,Jonathan Silva,2,89,29,Back,20.0,87.2,31.7,98.0,14.3,0.5,0
Leganés,Jonathan Silva,2,89,42,Back,33.2,100.0,24.5,92.9,11.0,3.7,1
Leganés,Dimitrios Siovas,2,89,45,Center,25.1,97.2,86.5,63.9,68.3,5.9,0
Real Madrid,Thibaut Courtois,2,89,51,Back,15.3,38.0,31.2,81.1,33.7,1.1,1
Real Madrid,Marcelo,2,89,54,Back,39.6,86.1,47.2,70.3,13.4,5.4,1
Real Madrid,Dani Ceballos,2,89,59,Right,45.6,53.7,72.2,2.5,44.6,5.4,1
Real Madrid,Lucas Vázquez,2,90,4,Right,74.1,7.6,71.0,17.3,7.4,2.0,1
Leganés,Unai Bustinza,2,90,11,Back,2.0,71.2,14.4,76.1,13.4,0.3,1
Leganés,Gerard Gumbau,2,90,12,Back,14.4,75.1,23.6,89.4,13.7,0.8,1
Leganés,Gerard Gumbau,2,90,28,Back,34.5,95.1,32.3,76.4,12.9,4.5,1
Leganés,Rubén Pérez,2,90,31,Back,26.2,71.8,31.8,9.2,43.0,4.8,1
Leganés,Juanfran,2,90,39,Back,37.0,6.4,23.3,24.6,19.0,2.4,1
Leganés,Unai Bustinza,2,90,44,Center,30.6,21.3,71.0,27.3,42.6,0.1,0
Real Madrid,Sergio Ramos,2,90,47,Back,23.0,63.0,29.8,55.1,8.9,5.6,1
Real Madrid,Casemiro,2,90,50,Back,32.9,53.0,38.7,41.6,9.9,5.4,1
Real Madrid,Dani Ceballos,2,90,51,Back,38.7,41.6,36.2,50.7,6.7,2.0,1
Real Madrid,Casemiro,2,90,53,Back,36.1,52.5,39.0,62.6,7.5,1.2,1
Real Madrid,Toni Kroos,2,90,55,Center,39.4,63.7,53.3,66.6,14.7,0.1,1
Real Madrid,Karim Benzema,2,90,57,Left,46.1,73.8,58.9,96.8,20.6,0.9,1
Real Madrid,Marcelo,2,91,0,Back,53.3,96.2,46.4,84.1,11.0,4.0,1
Real Madrid,Toni Kroos,2,91,3,Back,44.1,82.4,49.0,70.6,9.5,5.3,1
Real Madrid,Isco,2,91,4,Back,49.0,70.3,37.4,63.6,13.0,3.5,1
Real Madrid,Sergio Ramos,2,91,5,Back,37.4,63.6,43.9,83.0,14.9,1.1,1
Real Madrid,Toni Kroos,2,91,12,Center,51.4,64.1,58.7,32.4,22.9,5.1,1
Real Madrid,Casemiro,2,91,14,Right,58.9,29.5,65.4,3.1,19.2,5.1,1
Real Madrid,Daniel Carvajal,2,91,17,Center,66.5,17.3,63.4,24.9,6.1,2.1,1
Real Madrid,Casemiro,2,91,19,Center,63.4,25.2,84.7,65.4,35.3,0.9,0
Leganés,Rubén Pérez,2,91,24,Back,24.0,51.0,45.9,52.1,23.0,0.0,1
Real Madrid,Toni Kroos,2,91,30,Back,52.5,66.0,36.3,68.8,17.1,3.0,1
Real Madrid,Sergio Ramos,2,91,35,Back,42.8,67.5,44.3,53.7,9.5,4.9,1
Real Madrid,Casemiro,2,91,37,Back,44.3,53.7,43.8,64.9,7.6,1.6,1
Real Madrid,Sergio Ramos,2,91,38,Back,43.8,64.9,45.6,62.4,2.5,5.6,1
Real Madrid,Casemiro,2,91,41,Center,53.3,67.3,62.4,67.3,9.6,0,0
Leganés,Mikel Vesga,2,91,46,Left,39.3,34.3,65.7,98.3,51.6,1.0,1
Real Madrid,Dani Ceballos,2,91,57,Back,37.8,34.0,33.8,59.6,17.9,1.8,1
Real Madrid,Toni Kroos,2,92,0,Left,40.4,62.1,59.9,96.0,30.8,0.8,1
Real Madrid,Karim Benzema,2,92,7,Right,73.3,79.7,81.1,7.9,49.5,4.9,1
Real Madrid,Lucas Vázquez,2,92,13,Center,87.5,25.6,90.3,45.8,14.0,1.4,1
Leganés,Iván Cuéllar,2,92,20,Center,10.3,52.5,62.4,74.8,56.8,0.3,1
Leganés,Guido Carrillo,2,92,23,Left,62.7,73.2,55.8,85.3,11.0,2.3,1
Leganés,Jonathan Silva,2,92,42,Left,61.7,100.0,69.7,92.6,10.6,5.6,1
Leganés,Diego Rolan,2,92,43,Left,70.2,92.3,64.2,97.8,7.3,2.6,1
Leganés,Jonathan Silva,2,92,44,Left,64.6,97.8,67.5,89.1,6.7,5.2,1
Leganés,Diego Rolan,2,92,47,Left,69.4,92.0,95.5,96.8,27.6,0.1,1
Leganés,Jonathan Silva,2,92,49,Center,95.5,96.5,91.3,51.6,30.8,4.6,1
Real Madrid,Thibaut Courtois,2,93,6,Back,4.1,52.8,14.8,6.2,33.6,5.1,1
Real Madrid,Raphael Varane,2,93,9,Back,19.8,18.0,12.9,63.9,32.0,1.8,1
Real Madrid,Sergio Ramos,2,93,13,Back,15.0,66.1,23.1,90.8,18.8,1.1,1
Real Madrid,Marcelo,2,93,15,Back,23.2,88.1,18.7,67.0,15.1,4.4,1
Real Madrid,Sergio Ramos,2,93,18,Back,19.4,65.1,20.5,20.6,30.3,4.8,1
Real Madrid,Raphael Varane,2,93,21,Back,20.7,19.1,34.6,1.6,18.8,5.6,1
Real Madrid,Daniel Carvajal,2,93,24,Back,37.2,2.3,41.2,2.0,4.2,6.2,1
Real Madrid,Lucas Vázquez,2,93,25,Back,41.2,2.0,32.9,17.1,13.5,2.3,1
Real Madrid,Daniel Carvajal,2,93,27,Back,32.9,17.1,29.9,38.6,15.0,1.8,1
Real Madrid,Sergio Ramos,2,93,31,Left,35.4,40.1,54.9,87.1,38.0,1.0,1
Real Madrid,Isco,2,93,33,Center,54.6,87.0,54.6,74.4,8.6,4.7,1
Real Madrid,Dani Ceballos,2,93,34,Left,56.0,73.8,73.5,95.0,23.4,0.7,1
Real Madrid,Marcelo,2,93,39,Center,92.5,83.7,92.7,47.8,24.4,4.7,0
Real Madrid,Daniel Carvajal,2,93,52,Right,70.8,0.0,63.1,4.1,9.1,2.7,1
Real Madrid,Casemiro,2,93,53,Right,61.4,8.3,69.5,8.5,8.5,0.0,1
Real Madrid,Daniel Carvajal,2,93,55,Center,69.7,8.6,94.4,24.6,28.1,0.4,1
Real Madrid,Isco,2,93,58,Center,94.9,26.6,92.9,49.7,15.8,1.7,0
Real Madrid,Lucas Vázquez,2,94,4,Center,77.4,30.4,74.9,54.8,16.8,1.7,1
Real Madrid,Dani Ceballos,2,94,8,Right,73.7,46.7,87.8,17.7,24.7,5.4,1
Real Madrid,Isco,2,94,11,Left,88.4,17.7,95.7,91.7,50.9,1.4,1
